index,X,Y,cell_type
1085,2443,590,2
1086,2488,577,2
1087,2468,443,2
1088,2434,440,2
1089,2394,445,2
1090,2407,485,2
1091,2395,517,2
1092,2391,554,2
1093,2434,506,2
1094,2461,477,2
1095,2342,555,2
1097,2387,608,2
1098,2326,591,2
1099,2311,499,2
1100,2302,525,2
1101,2265,529,2
1102,2225,516,2
1103,2189,506,2
1104,2164,534,2
1105,2166,472,2
1106,2145,470,2
1107,2200,451,2
1108,2222,456,2
1109,1991,519,2
1110,2029,569,2
1111,2037,607,2
1112,2438,139,2
1113,2483,71,2
1114,2520,637,2
1115,2447,632,2
1116,2412,645,2
1117,2328,633,2
1118,2313,672,2
1119,2163,702,2
1120,2182,746,2
1121,2159,785,2
1122,2020,651,2
1123,2193,828,2
1124,2317,816,2
1125,2375,816,2
1126,2412,754,2
1127,2430,679,2
1128,2484,673,2
1129,2546,666,2
1130,2511,736,2
1131,2556,725,2
1132,2553,784,2
1133,2498,777,2
1134,2451,743,2
1135,2446,772,2
1136,2419,842,2
1137,2454,823,2
1138,2457,843,2
1139,2500,833,2
1140,2537,858,2
1141,2525,888,2
1142,2546,940,2
1143,2554,970,2
1144,2534,989,2
1145,2424,996,2
1146,2459,1049,2
1147,2540,1063,2
1148,2319,1034,2
1149,2121,1046,2
1150,2080,1054,2
1151,2040,1066,2
1152,2050,1082,2
1153,2228,1083,2
1154,2279,1073,2
1155,2315,1078,2
1156,2212,1139,2
1157,2249,1112,2
1158,2255,1150,2
1159,2282,1125,2
1160,2352,1187,2
1161,2352,1231,2
1162,2349,1275,2
1163,2417,1203,2
1164,2507,1230,2
1165,2539,1280,2
1166,2531,1320,2
1167,2551,1443,2
1168,2528,1497,2
1169,2499,1532,2
1170,2462,1544,2
1171,2459,1506,2
1172,2461,1481,2
1173,2425,1593,2
1174,2451,1624,2
1175,2470,1620,2
1176,2039,1355,2
1177,2083,1350,2
1178,2114,1345,2
1179,2152,1352,2
1180,2180,1392,2
1181,2127,1422,2
1182,2098,1459,2
1183,2073,1481,2
1184,2153,1459,2
1185,2145,1505,2
1186,2143,1548,2
1187,2032,1663,2
1188,2183,1547,2
1189,2205,1541,2
1190,2208,1591,2
1191,2241,2018,2
1192,2236,2072,2
1193,2040,2168,2
1194,2050,2231,2
1195,2074,2279,2
1196,2017,2302,2
1197,2242,2434,2
1198,2242,2123,2
1199,2272,2109,2
1200,2282,2092,2
1201,2297,2074,2
1202,2302,2055,2
1203,2276,2034,2
1204,2322,2017,2
1205,2052,2873,2
1206,2017,2914,2
1207,2026,2959,2
1208,1996,2989,2
1209,2187,2978,2
1210,2218,2964,2
1211,2249,2959,2
1212,2253,2982,2
1213,2228,3017,2
1214,2294,2999,2
1215,2303,2934,2
1216,2279,2916,2
1217,2214,2831,2
1218,2430,3017,2
1219,2463,2983,2
1220,2490,2993,2
1221,2496,2956,2
1222,2514,2972,2
1223,2536,2895,2
1224,2435,3123,2
1225,2134,3295,2
1226,2073,3297,2
1227,2072,3366,2
1228,2141,3344,2
1229,2456,3175,2
1230,2521,3198,2
1231,2470,3214,2
1232,2473,3275,2
1233,2488,3288,2
1234,2439,3235,2
1235,2421,3212,2
1236,2376,3242,2
1237,2338,3257,2
1238,2319,3298,2
1239,2336,3328,2
1240,2372,3290,2
1241,2418,3318,2
1242,2366,3340,2
1243,2342,3395,2
1244,2359,3430,2
1245,2300,3423,2
1246,2227,3415,2
1247,2153,3391,2
1248,2137,3434,2
1249,2217,3508,2
1250,2384,3647,2
1251,2451,3669,2
1252,2526,3629,2
1253,1942,3,2
1254,1903,41,2
1255,1864,107,2
1256,1820,93,2
1257,1864,34,2
1258,1856,17,2
1259,1794,10,2
1260,1759,34,2
1261,1767,62,2
1262,1486,22,2
1263,1477,48,2
1264,1506,46,2
1265,1614,162,2
1266,1693,154,2
1267,1682,191,2
1268,1679,219,2
1269,1732,189,2
1270,1734,214,2
1271,1757,160,2
1272,1772,224,2
1273,1508,308,2
1274,1586,330,2
1275,1555,352,2
1276,1512,380,2
1277,1755,353,2
1278,1851,309,2
1279,1983,342,2
1280,1975,386,2
1281,1976,583,2
1282,1826,365,2
1283,1783,373,2
1284,1785,412,2
1285,1859,387,2
1286,1855,445,2
1287,1871,464,2
1288,1857,484,2
1289,1816,464,2
1290,1766,431,2
1291,1721,433,2
1292,1693,412,2
1293,1687,436,2
1294,1706,477,2
1295,1744,521,2
1296,1776,481,2
1297,1789,498,2
1298,1804,564,2
1299,1844,568,2
1300,1872,574,2
1301,1832,604,2
1302,1893,596,2
1303,1763,582,2
1304,1703,559,2
1305,1657,553,2
1306,1653,592,2
1307,1529,594,2
1308,1492,644,2
1309,1487,666,2
1310,1539,696,2
1311,1590,654,2
1312,1713,618,2
1313,1911,641,2
1314,1900,735,2
1315,1878,794,2
1316,1851,771,2
1317,1824,718,2
1318,1790,750,2
1319,1711,729,2
1320,1718,748,2
1321,1632,774,2
1322,1613,770,2
1323,1791,788,2
1324,1773,804,2
1325,1902,846,2
1326,1660,1025,2
1327,1832,1189,2
1328,1830,1218,2
1329,1807,1241,2
1330,1795,1267,2
1331,1777,1242,2
1332,1743,1228,2
1333,1890,1249,2
1334,1876,1283,2
1335,1840,1282,2
1336,1821,1298,2
1337,1839,1333,2
1338,1886,1346,2
1339,1907,1292,2
1340,1935,1320,2
1341,1973,1284,2
1342,1973,1348,2
1343,1863,1383,2
1344,1862,1422,2
1345,1808,1421,2
1346,1806,1457,2
1347,1798,1474,2
1348,1691,1371,2
1349,1665,1336,2
1350,1625,1308,2
1351,1588,1285,2
1352,1439,1326,2
1353,1775,1522,2
1354,1739,1571,2
1355,1812,1596,2
1356,1934,1620,2
1357,1974,1669,2
1358,1933,1710,2
1359,1514,1726,2
1360,1508,1678,2
1361,1482,1697,2
1362,1442,1645,2
1363,1459,1595,2
1364,1442,1719,2
1365,1522,1951,2
1366,1554,1987,2
1367,1590,1953,2
1368,1610,1965,2
1369,1794,1906,2
1370,1756,1960,2
1371,1830,1947,2
1372,1913,1977,2
1373,1734,2382,2
1374,1728,2404,2
1375,1687,2393,2
1376,1667,2354,2
1377,1643,2346,2
1378,1610,2384,2
1379,1587,2383,2
1380,1633,2443,2
1381,1683,2445,2
1382,1620,2502,2
1383,1671,2515,2
1384,1701,2562,2
1385,1687,2600,2
1386,1689,2762,2
1387,1727,2697,2
1388,1771,2703,2
1389,1769,2748,2
1390,1736,2777,2
1391,1763,2819,2
1392,1813,2789,2
1393,1441,2820,2
1394,1450,2885,2
1395,1856,2828,2
1396,1889,2837,2
1397,1934,2815,2
1398,1960,2891,2
1399,1989,2887,2
1400,1695,3068,2
1401,1834,3067,2
1402,1765,3137,2
1403,1787,3188,2
1404,1798,3242,2
1405,1818,3301,2
1406,1890,3361,2
1407,1830,3366,2
1408,1786,3385,2
1409,1729,3384,2
1410,1772,3446,2
1411,1852,3432,2
1412,1614,3491,2
1413,1579,3592,2
1414,1645,3587,2
1415,1610,3644,2
1416,1689,3687,2
1417,1732,3613,2
1418,1715,3562,2
1419,1697,3537,2
1420,1696,3488,2
1421,1666,3494,2
1422,1782,3639,2
1423,1784,3690,2
1424,1819,3643,2
1425,1818,3592,2
1426,1856,3640,2
1427,1909,3654,2
1428,1918,3700,2
1429,1078,3,2
1430,1030,33,2
1431,996,42,2
1432,1081,45,2
1433,1118,19,2
1434,1151,21,2
1435,1194,18,2
1436,1139,64,2
1437,1175,69,2
1438,1176,101,2
1439,1211,100,2
1440,1223,53,2
1441,1272,53,2
1442,1273,92,2
1443,1255,125,2
1444,1228,158,2
1445,1154,149,2
1446,1138,194,2
1447,1063,271,2
1448,1034,332,2
1449,1047,376,2
1450,1093,370,2
1451,1176,360,2
1452,915,441,2
1453,944,501,2
1454,985,495,2
1455,1039,496,2
1456,1044,553,2
1457,1180,467,2
1458,1253,457,2
1459,1315,455,2
1460,1242,496,2
1461,1244,539,2
1462,1192,542,2
1463,1192,573,2
1464,1226,571,2
1465,1336,544,2
1466,1267,592,2
1467,1437,658,2
1468,1413,758,2
1469,1360,748,2
1470,1352,639,2
1471,1306,628,2
1472,1235,608,2
1473,1266,640,2
1474,1228,660,2
1475,1274,812,2
1476,1245,903,2
1477,1297,921,2
1478,1403,870,2
1479,1079,819,2
1480,1030,817,2
1481,987,795,2
1482,945,699,2
1483,953,810,2
1484,921,847,2
1485,910,903,2
1486,948,939,2
1487,932,991,2
1488,974,1020,2
1489,1014,1055,2
1490,999,1137,2
1491,1033,1142,2
1492,982,1249,2
1493,1382,1232,2
1494,1413,1254,2
1495,903,1074,2
1496,978,1390,2
1497,970,1455,2
1498,1276,1498,2
1499,1272,1374,2
1500,1310,1347,2
1501,1361,1316,2
1502,1391,1332,2
1503,1411,1365,2
1504,1370,1384,2
1505,1359,1415,2
1506,1008,1295,2
1507,1149,1571,2
1508,1152,1594,2
1509,1244,1576,2
1510,1338,1592,2
1511,1373,1577,2
1512,1357,1672,2
1513,1381,1685,2
1514,1360,1700,2
1515,1420,1700,2
1516,1422,1739,2
1517,1235,1749,2
1518,1295,1789,2
1519,1306,1801,2
1520,1118,1650,2
1521,1078,1645,2
1522,909,1656,2
1523,921,1706,2
1524,936,1804,2
1525,971,1868,2
1526,923,2015,2
1527,904,2033,2
1528,1000,2030,2
1529,1053,2009,2
1530,1047,2065,2
1531,1109,2066,2
1532,1131,2018,2
1533,1172,2052,2
1534,1308,1875,2
1535,953,2068,2
1536,911,2100,2
1537,927,2144,2
1538,969,2107,2
1539,1004,2121,2
1540,1060,2100,2
1541,1122,2118,2
1542,1178,2126,2
1543,1223,2184,2
1544,1255,2160,2
1545,1168,2202,2
1546,1106,2223,2
1547,1108,2248,2
1548,1085,2180,2
1549,1104,2160,2
1550,1063,2169,2
1551,1066,2148,2
1552,1035,2173,2
1553,1031,2196,2
1554,993,2181,2
1555,925,2178,2
1556,918,2243,2
1557,958,2241,2
1558,1002,2229,2
1559,931,2298,2
1560,959,2309,2
1561,953,2368,2
1562,1333,2745,2
1563,1372,2779,2
1564,1367,2821,2
1565,1413,2795,2
1566,1429,2856,2
1567,1376,2868,2
1568,959,2870,2
1569,903,2879,2
1570,923,2923,2
1571,979,2940,2
1572,1009,2891,2
1573,994,2985,2
1574,958,2998,2
1575,913,3018,2
1576,920,3201,2
1577,914,3328,2
1578,1082,3477,2
1579,1111,3475,2
1580,1070,3538,2
1581,1121,3553,2
1582,1267,3583,2
1583,1295,3600,2
1584,1283,3660,2
1585,1236,3623,2
1586,1213,3665,2
1587,618,5,2
1588,578,37,2
1589,537,37,2
1590,490,17,2
1591,458,21,2
1592,429,49,2
1593,466,51,2
1594,435,94,2
1595,414,111,2
1596,466,128,2
1597,463,165,2
1598,494,150,2
1599,515,76,2
1600,483,81,2
1601,611,59,2
1602,590,119,2
1603,635,110,2
1604,683,267,2
1605,597,286,2
1606,537,360,2
1607,861,440,2
1608,820,470,2
1609,784,429,2
1610,472,414,2
1611,478,364,2
1612,441,380,2
1613,417,378,2
1614,418,414,2
1615,512,492,2
1616,466,619,2
1617,538,592,2
1618,564,552,2
1619,561,633,2
1620,590,650,2
1621,570,697,2
1622,545,692,2
1623,501,706,2
1624,436,735,2
1625,477,756,2
1626,471,791,2
1627,421,782,2
1628,430,823,2
1629,417,860,2
1630,456,863,2
1631,489,857,2
1632,510,835,2
1633,523,799,2
1634,538,758,2
1635,584,738,2
1636,626,721,2
1637,611,681,2
1638,770,709,2
1639,713,663,2
1640,699,698,2
1641,702,723,2
1642,658,746,2
1643,612,759,2
1644,598,781,2
1645,640,779,2
1646,665,795,2
1647,627,827,2
1648,601,825,2
1649,577,828,2
1650,544,813,2
1651,559,840,2
1652,533,867,2
1653,528,890,2
1654,490,899,2
1655,450,910,2
1656,430,898,2
1657,496,916,2
1658,518,929,2
1659,563,934,2
1660,583,904,2
1661,667,880,2
1662,631,847,2
1663,675,908,2
1664,757,888,2
1665,782,878,2
1666,759,852,2
1667,749,812,2
1668,737,804,2
1669,739,770,2
1670,785,693,2
1671,781,757,2
1672,812,740,2
1673,856,763,2
1674,897,742,2
1675,902,795,2
1676,866,820,2
1677,820,809,2
1678,815,785,2
1679,785,815,2
1680,826,861,2
1681,848,854,2
1682,790,901,2
1683,868,955,2
1684,850,966,2
1685,843,990,2
1686,861,1008,2
1687,880,1000,2
1688,874,1095,2
1689,840,1114,2
1690,793,1075,2
1691,719,1053,2
1692,714,1015,2
1693,659,1104,2
1694,665,1159,2
1695,641,1191,2
1696,578,1203,2
1697,549,1018,2
1698,562,988,2
1699,510,988,2
1700,476,961,2
1701,427,959,2
1702,455,1002,2
1703,747,1097,2
1704,437,1219,2
1705,479,1266,2
1706,772,1163,2
1707,800,1185,2
1708,872,1184,2
1709,878,1216,2
1710,806,1241,2
1711,773,1229,2
1712,751,1276,2
1713,732,1261,2
1714,728,1310,2
1715,753,1346,2
1716,802,1356,2
1717,847,1341,2
1718,890,1374,2
1719,864,1434,2
1720,841,1445,2
1721,855,1460,2
1722,803,1443,2
1723,745,1443,2
1724,726,1476,2
1725,703,1429,2
1726,622,1418,2
1727,652,1466,2
1728,639,1505,2
1729,598,1496,2
1730,631,1545,2
1731,613,1571,2
1732,719,1584,2
1733,735,1520,2
1734,733,1625,2
1735,688,1671,2
1736,733,1697,2
1737,768,1669,2
1738,554,1687,2
1739,607,1633,2
1740,621,1592,2
1741,820,1733,2
1742,851,1708,2
1743,875,1672,2
1744,427,1371,2
1745,476,1762,2
1746,432,1820,2
1747,428,1850,2
1748,480,1870,2
1749,525,1825,2
1750,609,1831,2
1751,634,1781,2
1752,692,1760,2
1753,635,1693,2
1754,767,1774,2
1755,789,1746,2
1756,800,1799,2
1757,855,1764,2
1758,856,1819,2
1759,887,1827,2
1760,847,1864,2
1761,802,1908,2
1762,793,1849,2
1763,759,1869,2
1764,748,1798,2
1765,687,1804,2
1766,622,1870,2
1767,606,1941,2
1768,645,1925,2
1769,690,1924,2
1770,694,1989,2
1771,732,1956,2
1772,744,1901,2
1773,491,1913,2
1774,525,1928,2
1775,549,1966,2
1776,509,1989,2
1777,478,1960,2
1778,449,1913,2
1779,418,1901,2
1780,582,2059,2
1781,521,2027,2
1782,487,2044,2
1783,467,2081,2
1784,536,2043,2
1785,705,2033,2
1786,663,2057,2
1787,684,2105,2
1788,637,2119,2
1789,587,2165,2
1790,637,2179,2
1791,672,2220,2
1792,684,2249,2
1793,655,2270,2
1794,721,2239,2
1795,731,2208,2
1796,710,2191,2
1797,709,2168,2
1798,731,2124,2
1799,762,2165,2
1800,739,2179,2
1801,794,2158,2
1802,879,2133,2
1803,898,2173,2
1804,887,2219,2
1805,882,2288,2
1806,887,2349,2
1807,849,2388,2
1808,685,2151,2
1809,720,2472,2
1810,694,2492,2
1811,664,2558,2
1812,641,2575,2
1813,570,2534,2
1814,441,2540,2
1815,538,2569,2
1816,590,2604,2
1817,599,2657,2
1818,534,2631,2
1819,475,2623,2
1820,457,2652,2
1821,423,2697,2
1822,528,2690,2
1823,487,2750,2
1824,470,2803,2
1825,510,2781,2
1826,537,2811,2
1827,562,2804,2
1828,537,2850,2
1829,507,2836,2
1830,456,2849,2
1831,416,2838,2
1832,486,2968,2
1833,474,2889,2
1834,526,2909,2
1835,570,2901,2
1836,594,2891,2
1837,575,2854,2
1838,614,2856,2
1839,551,2977,2
1840,591,2917,2
1841,437,3021,2
1842,431,3119,2
1843,738,2892,2
1844,829,2797,2
1845,830,2889,2
1846,808,2931,2
1847,775,2949,2
1848,719,2956,2
1849,806,2967,2
1850,784,3014,2
1851,738,3012,2
1852,694,3033,2
1853,753,3055,2
1854,777,3044,2
1855,805,3043,2
1856,829,3053,2
1857,875,3040,2
1858,898,2990,2
1859,779,3077,2
1860,743,3089,2
1861,784,3134,2
1862,530,3245,2
1863,556,3309,2
1864,788,3164,2
1865,819,3213,2
1866,805,3246,2
1867,806,3331,2
1868,451,3357,2
1869,479,3396,2
1870,549,3433,2
1871,454,3444,2
1872,465,3508,2
1873,455,3554,2
1874,391,2,2
1875,361,47,2
1876,332,21,2
1877,293,11,2
1878,255,29,2
1879,199,8,2
1880,157,29,2
1881,109,11,2
1882,101,61,2
1883,243,75,2
1884,217,58,2
1885,260,106,2
1886,308,137,2
1887,345,91,2
1888,372,112,2
1889,409,155,2
1890,459,209,2
1891,81,209,2
1892,84,231,2
1893,210,241,2
1894,237,246,2
1895,129,274,2
1896,89,314,2
1897,56,346,2
1898,11,289,2
1899,5,402,2
1900,74,385,2
1901,95,377,2
1902,207,347,2
1903,124,371,2
1904,108,417,2
1905,182,433,2
1906,214,480,2
1907,199,555,2
1908,272,506,2
1909,20,587,2
1910,33,620,2
1911,40,902,2
1912,66,895,2
1913,401,756,2
1914,365,789,2
1915,381,835,2
1916,336,824,2
1917,290,872,2
1918,182,886,2
1919,331,900,2
1920,399,898,2
1921,379,927,2
1922,79,962,2
1923,103,963,2
1924,154,925,2
1925,157,948,2
1926,162,968,2
1927,197,928,2
1928,243,927,2
1929,312,949,2
1930,341,963,2
1931,377,970,2
1932,386,986,2
1933,346,1021,2
1934,319,1017,2
1935,311,980,2
1936,284,983,2
1937,221,1000,2
1938,179,1032,2
1939,150,1036,2
1940,116,1012,2
1941,92,1000,2
1942,29,1064,2
1943,62,1066,2
1944,11,1125,2
1945,36,1203,2
1946,74,1148,2
1947,79,1116,2
1948,142,1110,2
1949,144,1081,2
1950,173,1059,2
1951,237,1036,2
1952,271,1042,2
1953,326,1050,2
1954,332,1085,2
1955,313,1112,2
1956,277,1097,2
1957,258,1108,2
1958,228,1084,2
1959,200,1130,2
1960,176,1133,2
1961,163,1163,2
1962,152,1184,2
1963,151,1207,2
1964,93,1208,2
1965,239,1194,2
1966,192,1170,2
1967,256,1140,2
1968,282,1166,2
1969,332,1167,2
1970,346,1207,2
1971,352,1251,2
1972,244,1262,2
1973,97,1237,2
1974,83,1296,2
1975,146,1329,2
1976,143,1368,2
1977,198,1317,2
1978,227,1289,2
1979,193,1215,2
1980,224,1335,2
1981,256,1330,2
1982,283,1283,2
1983,292,1326,2
1984,334,1289,2
1985,325,1332,2
1986,369,1327,2
1987,404,1320,2
1988,383,1385,2
1989,360,1415,2
1990,323,1395,2
1991,319,1375,2
1992,286,1379,2
1993,257,1397,2
1994,262,1428,2
1995,304,1440,2
1996,280,1483,2
1997,302,1515,2
1998,338,1475,2
1999,354,1504,2
2000,210,1542,2
2001,168,1540,2
2002,139,1577,2
2003,174,1587,2
2004,334,1717,2
2005,365,1709,2
2006,315,1754,2
2007,360,1749,2
2008,348,1804,2
2009,400,1761,2
2010,405,1874,2
2011,30,2073,2
2012,45,2058,2
2013,23,2009,2
2014,22,1976,2
2015,46,1964,2
2016,61,1939,2
2017,78,1912,2
2018,338,1942,2
2019,324,2007,2
2020,594,2015,2
2021,86,2171,2
2022,103,2194,2
2023,79,2236,2
2024,41,2272,2
2025,28,2324,2
2026,21,2381,2
2027,67,2394,2
2028,52,2435,2
2029,29,2453,2
2030,0,2475,2
2031,14,2556,2
2032,103,2460,2
2033,163,2451,2
2034,149,2404,2
2035,93,2418,2
2036,81,2354,2
2037,101,2330,2
2038,84,2296,2
2039,131,2253,2
2040,146,2161,2
2041,196,2175,2
2042,163,2204,2
2043,175,2253,2
2044,214,2218,2
2045,238,2242,2
2046,271,2274,2
2047,297,2318,2
2048,176,2285,2
2049,124,2342,2
2050,181,2324,2
2051,154,2346,2
2052,182,2372,2
2053,226,2350,2
2054,225,2407,2
2055,278,2421,2
2056,323,2431,2
2057,238,2486,2
2058,220,2544,2
2059,274,2499,2
2060,294,2523,2
2061,311,2517,2
2062,333,2538,2
2063,324,2557,2
2064,268,2557,2
2065,292,2580,2
2066,350,2574,2
2067,400,2556,2
2068,404,2617,2
2069,350,2663,2
2070,390,2676,2
2071,330,2682,2
2072,316,2648,2
2073,291,2622,2
2074,265,2613,2
2075,255,2629,2
2076,238,2602,2
2077,281,2680,2
2078,254,2694,2
2079,284,2710,2
2080,362,2798,2
2081,373,2860,2
2082,378,3112,2
2083,349,3076,2
2084,313,3050,2
2085,229,3071,2
2086,234,3033,2
2087,283,3016,2
2088,274,3162,2
2089,216,3222,2
2090,99,3206,2
2091,35,3231,2
2092,14,3274,2
2093,48,3310,2
2094,93,3338,2
2095,121,3331,2
2096,100,3289,2
2097,132,3255,2
2098,202,3287,2
2099,246,3263,2
2100,295,3250,2
2101,264,3308,2
2102,228,3344,2
2103,294,3347,2
2104,286,3374,2
2105,313,3319,2
2106,396,3321,2
2107,269,3398,2
2108,222,3389,2
2109,171,3392,2
2110,122,3431,2
2111,166,3477,2
2112,157,3515,2
2113,85,3507,2
2114,29,3613,2
2115,396,3461,2
2116,286,3445,2
2117,252,3444,2
2118,6,3639,2
2119,38,3651,2
2120,50,3677,2
2121,52,3713,2
2122,19,3702,2
